topic,time,cui,cui_name,curated_nameprob,hpo,hpo_name
0,0,C0034919,Redundant prepuce and phimosis,abnormality of the preputium,0.0028213326192933633,HP:0100587,Abnormality of the preputium
0,0,C0011991,Diarrhea,,0.002751222464654216,HP:0002014,Diarrhea
0,0,C0029713,Other preterm infants, preterm infants,0.002682293074068184,,
0,0,C0406047,Local infection skin/subcut tissue NOS,local infection skin/subcut tissue nos,0.00251283034094627,,
0,0,C0009952,Febrile Convulsions,,0.002285770456603358,HP:0002373,Febrile seizures
0,0,C0375546,undiagnosed heart murmur,undiagnosed heart murmur,0.002166549415164427,HP:0030148,Heart murmur
0,0,C0153062,Viral exanthem,viral exanthem,0.0020925382608747776,HP:0000988,Skin rash
0,0,C0043144,Wheezing,,0.002071366477434053,HP:0030828,Wheezing
0,0,C0595979,"Colitis, enteritis and gastroenteritis presumed infectious","colitis, enteritis and gastroenteritis presumed infectious",0.0020243610621954672,,
0,0,C0029668,Other mucopurulent conjunctivitis, mucopurulent conjunctivitis,0.0019268353741687813,HP:0003781,Excessive salivation
0,0,C0476232,Jaundice (not of newborn),jaundice (not of newborn),0.0019119100589256252,HP:0006579,Prolonged neonatal jaundice
0,0,C0037268,Skin Abnormalities,,0.0017401564801554222,HP:0000951,Abnormality of the skin
0,0,C0038218,Status Asthmaticus,,0.0017281178510765904,HP:0012653,Status Asthmaticus
0,0,C0260395,Unspecified combined vaccine, combined vaccine,0.0017052324031283331,HP:0005368,Abnormality of humoral immunity
0,0,C0554123,Unilateral inguinal hernia with obstruction but no gangrene,unilateral inguinal hernia ,0.0016244767647352757,HP:0000023,Inguinal hernia
0,0,C0332544,Abnormal weight gain,abnormal weight gain,0.0015652893353999087,HP:0004323,Abnormality of body weight
0,0,C0339951,"Pneumonia, organism unspecified","pneumonia, ",0.0015648079982070876,HP:0002090,Pneumonia
0,0,C0036690,Septicemia,,0.0015533120217550373,HP:0100806,Sepsis
0,0,C0700625,"Allergy, unspecified, NEC in ICD9CM","allergy, ,",0.0015309110782863809,HP:0012393,Allergy
0,0,C2363246,Other specified congenital malformations of skin,phenotypic abnormality of skin,0.001527281897882633,,
0,0,C0007645,Cellulitis and abscess NOS (disorder),cellulitis and abscess nos (disorder),0.0015027046868749559,,
0,0,C0043168,Whooping cough due to unspecified organism,whooping cough due to  organism,0.001430510867413425,,
0,0,C0155878,Extrinsic asthma without mention of status asthmaticus,extrinsic asthma ,0.0014261460811535688,HP:0002099,Asthma
0,0,C0375026,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,viral and chlamydial infection in conditions classified elsewhere and of  site,0.0014154938485642996,,
0,0,C0017168,Gastroesophageal reflux disease,,0.0013780771241925058,HP:0002020,Gastroesophageal reflux
0,0,C0337228,Fall from bed,fall from bed,0.0012976344298818413,,
0,0,C0424605,Developmental delay (disorder),developmental delay (disorder),0.0012907201032550165,HP:0001263,Global developmental delay
0,0,C0041636,Umbilical hernia without mention of obstruction or gangrene,umbilical hernia ,0.0012653651657226427,HP:0001537,Umbilical hernia
0,0,C0002871,Anemia,,0.0012311625267006586,HP:0001903,Anemia
0,0,C0039437,Teething syndrome,teething syndrome,0.0012075815710797634,HP:0000271,Abnormality of the face
0,0,C0699815,Feeding difficulties and mismanagement,feeding difficulties and mismanagement,0.0011570673131505763,HP:0011968,Feeding difficulties
0,0,C0029559,Other osteodystrophies, osteodystrophies,0.0011275770206520862,,
0,0,C0021099,Impetigo,impetigo,0.0011186883161614202,HP:0100847,Palmoplantar pustulosis
0,0,C0001344,Acute pharyngitis,acute pharyngitis,0.0011167637849739025,HP:0012649,Increased inflammatory response
0,0,C1719528,Other stomatitis and mucositis (ulcerative), stomatitis and mucositis (ulcerative),0.0011115749684684933,HP:0011107,Recurrent aphthous stomatitis
0,0,C2607914,Allergic rhinitis (disorder),,0.001110523553875799,HP:0003193,Allergic rhinitis
0,0,C0495447,Other transitory neonatal electrolyte disturbance, transitory neonatal electrolyte disturbance,0.0011068961296364513,HP:0001939,Abnormality of metabolism/homeostasis
0,0,C0036508,Seborrheic dermatitis,,0.0011005597381445798,HP:0001051,Seborrheic dermatitis
0,0,C0149512,Acute sinusitis,,0.0010883993192335034,HP:0000255,Acute sinusitis
0,0,C0231835,Tachypnea,,0.0010677135758448213,HP:0002789,Tachypnea
0,0,C0000768,Congenital Abnormality,congenital abnormality,0.0010334543989827028,,
0,0,C0029485,Other acne, acne,0.0010212347731007473,HP:0001061,Acne
0,1,C0154453,"Unspecified childhood psychosis, current or active state"," psychosis, ",0.04582195069825306,HP:0000709,Psychosis
0,1,C0264222,Acute upper respiratory infection,acute respiratory tract infection,0.03658278009182711,HP:0011948,Acute respiratory tract infection
0,1,C0029882,Otitis Media,,0.03611811686189295,HP:0000388,Otitis media
0,1,C0153114,Unspecified viral infection in conditions classified elsewhere and of unspecified site, viral infection in conditions classified elsewhere and of  site,0.021584259772900034,HP:0002719,Recurrent infections
0,1,C0395861,Acute suppurative otitis media without spontaneous rupture of ear drum,acute suppurative otitis media ,0.02136658902336125,HP:0000403,Recurrent otitis media
0,1,C0746674,Generalized muscle weakness,,0.017394852108240284,HP:0003324,Generalized muscle weakness
0,1,C1384666,hearing impairment,,0.013662572413234753,HP:0000365,Hearing impairment
0,1,C2349675,Fever and other physiologic disturbances of temperature regulation,fever and  physiologic disturbances of temperature regulation,0.012236606432901666,HP:0004370,Abnormality of temperature regulation
0,1,C0154633,Other developmental speech or language disorder, delayed speech or language disorder,0.009910440374611359,HP:0000750,Delayed speech and language development
0,1,C0575081,Gait abnormality,,0.008906163337150172,HP:0001288,Gait disturbance
0,1,C0375319,Acute bronchiolitis due to other infectious organisms,acute bronchiolitis due to  infectious organisms,0.008294937241569735,,
0,1,C1279224,"Infectious colitis, enteritis and gastroenteritis","infectious colitis, enteritis and gastroenteritis",0.008188339182697135,HP:0002583,Colitis
0,1,C0011757,Developmental Coordination Disorder,motor delay,0.008127901005095034,HP:0001270,Motor delay
0,1,C0010200,Coughing,,0.007998889031802816,HP:0012735,Cough
0,1,C0009763,Conjunctivitis,,0.007698581419113406,HP:0000509,Conjunctivitis
0,1,C0041341,Tuberous Sclerosis,tuberous sclerosis,0.007562367369759146,,
0,1,C0520966,Abnormal coordination,,0.0068052844328924675,HP:0002311,Incoordination
0,1,C0424605,Developmental delay (disorder),developmental delay (disorder),0.006581046890211952,HP:0001263,Global developmental delay
0,1,C0270805,Hemiplegic cerebral palsy,hemiplegic cerebral palsy,0.006557818951737822,HP:0100021,Cerebral palsy
0,1,C0015230,Exanthema,,0.006261753770879965,HP:0000988,Skin rash
0,1,C0029512,Other and unspecified noninfectious gastroenteritis and colitis,gastrointestinal inflammation,0.005863808953706301,HP:0004386,Gastrointestinal inflammation
0,1,C0011175,Dehydration,,0.005332333642288294,HP:0001944,Dehydration
0,1,C0840927,Neurologic neglect syndrome,abnormality of the nervous system,0.005245088210539103,HP:0000707,Abnormality of the nervous system
0,1,C0236827,Mixed receptive-expressive language disorder,language delay,0.004861939380871631,HP:0000750,Delayed speech and language development
0,1,C0302371,"Other and unspecified special symptoms or syndromes, NEC in ICD9CM_2014"," and  special symptoms or syndromes,",0.004858898830627898,HP:0000708,Behavioral abnormality
0,1,C0154247,Other disturbances of straight-chain amino-acid metabolism, disturbances of straight-chain amino-acid metabolism,0.0047870178340090885,,
0,1,C0016667,Fragile X Syndrome,fragile x syndrome,0.004780754496544087,,
0,1,C0011991,Diarrhea,,0.004720211641385279,HP:0002014,Diarrhea
0,1,C0236826,Developmental expressive language disorder,expressive language delay,0.004601201672096132,HP:0002474,Expressive language delay
0,1,C0728950,Vomiting alone,vomiting alone,0.00455433716415134,HP:0002013,Vomiting
0,1,C0009806,Constipation,,0.004139497242216348,HP:0002019,Constipation
0,1,C0018674,Craniocerebral Trauma,craniocerebral trauma,0.003430872952579255,HP:0012638,Abnormality of nervous system physiology
0,1,C0271446,Non-suppurative otitis media,non-suppurative otitis media,0.003235744074155076,HP:0000403,Recurrent otitis media
0,1,C0152214,Intermittent alternating exotropia,intermittent alternating exotropia,0.0031886017161351045,HP:0000577,Exotropia
0,1,C0494831,Other atopic dermatitis, atopic dermatitis,0.002964382982578941,HP:0001047,Atopic dermatitis
0,1,C0006842,Candidiasis of skin and nails,candidiasis of skin and nails,0.0028168184190510434,HP:0002728,Chronic mucocutaneous candidiasis
0,1,C0011974,Diaper Rash,diaper rash,0.0027940470115298053,HP:0000988,Skin rash
0,1,C0001344,Acute pharyngitis,acute pharyngitis,0.0027791880484529345,HP:0012649,Increased inflammatory response
0,1,C0340629,Aortic aneurysm without mention of rupture NOS,aortic aneurysm ,0.00277276573359099,HP:0004942,Aortic aneurysm
0,1,C0154623,Unspecified emotional disturbance of childhood or adolescence, emotional disturbance ,0.0027724341229043927,HP:0100851,Abnormal emotion/affect behavior
0,1,C0021567,"Insect bite, nonvenomous, of other, multiple, and unspecified sites, without mention of infection","insect bite, nonvenomous, of , multiple, and  sites, ",0.002666672402829609,HP:0003781,Excessive salivation
0,1,C0311394,Difficulty walking,,0.002652659132519704,HP:0002355,Difficulty walking
0,1,C0149654,Conduct Disorder,oppositional defiant disorder,0.002524775187261586,HP:0010865,Oppositional defiant disorder
0,1,C0009952,Febrile Convulsions,,0.0024567807234187294,HP:0002373,Febrile seizures
0,1,C0375487,"Contact dermatitis and other eczema, unspecified cause","contact dermatitis and  eczema,  cause",0.0023935135649604377,HP:0001047,Atopic dermatitis
0,1,C0595979,"Colitis, enteritis and gastroenteritis presumed infectious","colitis, enteritis and gastroenteritis presumed infectious",0.0023080857627766453,,
0,1,C0158359,Laxity of ligament,,0.0021634871797884055,HP:0001380,Ligamentous laxity
0,1,C0495615,Congenital abnormality of skull and face bones,congenital abnormality of skull and face bones,0.00205274236837901,HP:0000929,Abnormality of the skull
0,1,C0085639,Falls,,0.0020401862908752235,HP:0002527,Falls
0,1,C0153062,Viral exanthem,viral exanthem,0.002038265687606946,HP:0000988,Skin rash
0,1,C0260774,Care involving orthoptic training,care involving orthoptic training,0.002033867054160513,,
0,1,C0477458,Other specified hearing loss, specified hearing loss,0.001981446128650074,HP:0000365,Hearing impairment
0,1,C0337228,Fall from bed,fall from bed,0.0019718547355036748,,
0,1,C0013456,Earache,,0.0019056020085915924,HP:0030766,Ear pain
0,1,C1456302,Unspecified transient mental disorder in conditions classified elsewhere, transient mental disorder in conditions classified elsewhere,0.0019005676505861055,,
0,1,C0018916,Hemangioma,,0.001866460055640581,HP:0001028,Hemangioma
0,1,C0043144,Wheezing,,0.0018298537494124563,HP:0030828,Wheezing
0,1,C0029785,Other specified disorders of penis, specified disorders of penis,0.0017144346365575809,HP:0000032,Abnormality of male external genitalia
0,1,C0155886,"Asthma, unspecified type, without mention of status asthmaticus","asthma,  type, ",0.001712987783013553,HP:0002099,Asthma
0,1,C0332544,Abnormal weight gain,abnormal weight gain,0.0016735911470056287,HP:0004323,Abnormality of body weight
0,1,C0029601,Other respiratory abnormalities, respiratory abnormalities,0.0016700608961401028,HP:0002086,Abnormality of the respiratory system
0,1,C0037268,Skin Abnormalities,,0.0016468981688347577,HP:0000951,Abnormality of the skin
0,1,C0338982,Other specific developmental learning difficulties, specific developmental learning difficulties,0.001574865650063524,HP:0001263,Global developmental delay
0,1,C0476241,Delayed developmental milestones,delayed developmental milestones,0.0015053627923669634,HP:0001263,Global developmental delay
0,1,C0878750,"Fall from other slipping, tripping, or stumbling","fall from  slipping, tripping, or stumbling",0.0014072541348188444,HP:0012638,Abnormality of nervous system physiology
0,1,C1176342,"Asthma, unspecified type, with (acute) exacerbation","asthma,  type, ",0.00138741770972607,HP:0002099,Asthma
0,1,C0040485,Torticollis,,0.001383240633583817,HP:0000473,Torticollis
0,1,C0006849,Oral candidiasis,oral candidiasis,0.001382844691257832,HP:0009098,Chronic oral candidiasis
0,1,C0028756,"Obesity, Morbid","obesity, ",0.0013763525349927866,HP:0001513,Obesity
0,1,C0021092,Impacted cerumen,,0.0013656595818368395,HP:0030788,Impacted cerumen
0,1,C0016952,Galactosemias,,0.001298975875787017,HP:0004919,Galactose intolerance
0,1,C0028754,Obesity,,0.0012723974959560425,HP:0001513,Obesity
0,1,C0406047,Local infection skin/subcut tissue NOS,local infection skin/subcut tissue nos,0.001253239368141112,,
0,1,C0010417,Cryptorchidism,,0.0012190170459160446,HP:0000028,Cryptorchidism
0,1,C0546884,Hypovolemia,,0.0012166835384130493,HP:0011106,Hypovolemia
0,1,C0018681,Headache,,0.0011958992330333787,HP:0002315,Headache
0,1,C0029486,Other acquired deformity of other parts of limb, acquired deformity of  parts of limb,0.001169130924424791,HP:0002814,Abnormality of the lower limb
0,1,C1719714,"Stomatitis and mucositis, unspecified","stomatitis and mucositis, ",0.00116908846018006,HP:0011107,Recurrent aphthous stomatitis
0,1,C0001122,Acidosis,,0.0011568947754613333,HP:0001941,Acidosis
0,1,C0004691,Balanoposthitis,balanoposthitis,0.0011380695299401695,HP:0030683,Vaginitis
0,1,C0021414,Influenza with respiratory manifestation other than pneumonia,influenza ,0.001121678500961477,,
0,1,C0395862,Acute suppurative otitis media with spontaneous rupture of ear drum,acute suppurative otitis media ,0.0011190915363019243,HP:0000403,Recurrent otitis media
0,1,C0158488,Other acquired deformities of ankle and foot, acquired deformities of ankle and foot,0.0011107610099370703,,
0,1,C1719694,Attention to dressings and sutures,attention to dressings and sutures,0.0011050926987908587,HP:0000159,Abnormality of the lip
0,1,C0478095,Other specified congenital malformations,phenotypic abnormality,0.001093444651409228,HP:0000118,Phenotypic abnormality
0,1,C0152190,Refractive amblyopia,refractive amblyopia,0.0010849834845873406,HP:0000540,Hypermetropia
0,1,C0348799,Acute bronchiolitis due to respiratory syncytial virus,acute bronchiolitis due to respiratory syncytial virus,0.0010843798842453782,HP:0002088,Abnormality of the lung
0,1,C0153957,benign neoplasm of heart,benign neoplasm of heart,0.0010802940887339565,HP:0100544,Neoplasm of the heart
0,1,C0015544,Failure to Thrive,failure to thrive,0.0010707148230148307,HP:0001508,Failure to thrive
0,1,C0027498,Nausea and vomiting,,0.0010428569305405025,HP:0002017,Nausea and vomiting
0,1,C0375218,"Hemiplegia, unspecified affecting unspecified side","hemiplegia,  affecting  side",0.0010377694746594502,HP:0012638,Abnormality of nervous system physiology
0,1,C0489952,"Intestinal infection due to other organism, NEC in ICD9CM","intestinal infection due to  organism,",0.0010331743820254698,HP:0004798,Recurrent infection of the gastrointestinal tract
0,1,C0158352,"Muscle, ligament and fascia disorders",muscle abnormality,0.0010187371219816898,HP:0003011,Abnormality of the musculature
0,1,C0027831,Neurofibromatosis 1,neurofibromatosis 1,0.001015402109072811,,
0,2,C0154453,"Unspecified childhood psychosis, current or active state"," psychosis, ",0.18406136010862983,HP:0000709,Psychosis
0,2,C0154451,"Other specified pervasive developmental disorders, current or active state"," specified pervasive developmental disorders, ",0.15189246563726622,HP:0000729,Autistic behavior
0,2,C0159047,Symbolic dysfunction,impaired social interactions,0.13600958648949155,HP:0000735,Impaired social interactions
0,2,C0011757,Developmental Coordination Disorder,motor delay,0.07037919826342935,HP:0001270,Motor delay
0,2,C0236827,Mixed receptive-expressive language disorder,language delay,0.049963946919666234,HP:0000750,Delayed speech and language development
0,2,C0236826,Developmental expressive language disorder,expressive language delay,0.029251261305451238,HP:0002474,Expressive language delay
0,2,C0302371,"Other and unspecified special symptoms or syndromes, NEC in ICD9CM_2014"," and  special symptoms or syndromes,",0.02605144310847296,HP:0000708,Behavioral abnormality
0,2,C1384666,hearing impairment,,0.019462512177978574,HP:0000365,Hearing impairment
0,2,C0520966,Abnormal coordination,,0.016686999918631342,HP:0002311,Incoordination
0,2,C0154635,Other specified delays in development, specified delays in development,0.010869619067440134,HP:0001263,Global developmental delay
0,2,C1263846,Attention deficit hyperactivity disorder,,0.008988207455641073,HP:0007018,Attention deficit hyperactivity disorder
0,2,C0041341,Tuberous Sclerosis,tuberous sclerosis,0.0088720858474934,,
0,2,C0424605,Developmental delay (disorder),developmental delay (disorder),0.008535858113436013,HP:0001263,Global developmental delay
0,2,C0010676,Cystic fibrosis without mention of meconium ileus,cystic fibrosis ,0.008217708857152985,,
0,2,C0154634,Mixed development disorder,neurodevelopmental delay,0.006725911301327669,HP:0012758,Neurodevelopmental delay
0,2,C0477458,Other specified hearing loss, specified hearing loss,0.006545763242506784,HP:0000365,Hearing impairment
0,2,C0490011,Other convulsions, convulsions,0.0051062009992507065,HP:0001250,Seizures
0,2,C0477972,Other specified congenital malformations of brain,phenotypic abnormality of brain,0.004939700359734208,HP:0012443,Abnormality of brain morphology
0,2,C0868777,Persistent disorder of initiating or maintaining sleep,persistent disorder of initiating or maintaining sleep,0.004493508536310113,HP:0002360,Sleep disturbance
0,2,C0476241,Delayed developmental milestones,delayed developmental milestones,0.004485796598011144,HP:0001263,Global developmental delay
0,2,C0154633,Other developmental speech or language disorder, delayed speech or language disorder,0.004442838467489234,HP:0000750,Delayed speech and language development
0,2,C0003811,Cardiac Arrhythmia,,0.004189119568207401,HP:0011675,Arrhythmia
0,2,C0003492,Aortic coarctation,,0.004134053811316946,HP:0001680,Coarctation of aorta
0,2,C0157719,Dermatitis due to other specified substances taken internally,dermatitis due to  specified substances taken internally,0.0037655839582799045,,
0,2,C0154623,Unspecified emotional disturbance of childhood or adolescence, emotional disturbance ,0.0031599993027169,HP:0100851,Abnormal emotion/affect behavior
0,2,C0221539,Transient alteration of awareness,transient alteration of awareness,0.003001902989284943,,
0,2,C0009592,Compression of brain,compression of brain,0.0028394274478539313,HP:0012443,Abnormality of brain morphology
0,2,C0432068,"Congenital musculoskeletal deformities of skull, face, and jaw",abnormality of the head,0.002831735237375201,HP:0000234,Abnormality of the head
0,2,C0008533,Hemophilia B,hemophilia b,0.0025522905008196687,,
0,2,C0740179,Bone marrow replaced by transplant,bone marrow replaced by transplant,0.0025489788715045095,,
0,2,C0037317,Sleep disturbances,,0.0023033854443741176,HP:0002360,Sleep disturbance
0,2,C0154707,"Generalized nonconvulsive epilepsy, without mention of intractable epilepsy","generalized nonconvulsive epilepsy, ",0.0022834507558555967,HP:0002197,Generalized seizures
0,2,C0242855,Congenital atresia of pulmonary valve,,0.0022524807038982663,HP:0010882,Pulmonary valve atresia
0,2,C0024523,Malabsorption Syndrome,malabsorption syndrome,0.0021256529069024477,,
0,2,C0040188,Tic disorder,tic disorder,0.002125604378162569,HP:0100033,Tics
0,2,C0869515,"Precocious sexual development and puberty, NEC in ICD9CM_2014","precocious puberty,",0.0018228542509336903,HP:0000826,Precocious puberty
0,2,C0013261,Duane Retraction Syndrome,,0.0017534850913822945,HP:0009921,Duane anomaly
0,2,C0031212,Personality Disorders,,0.0017456041324531329,HP:0012075,Personality disorder
0,2,C0008626,Congenital chromosomal disease,congenital chromosomal disease,0.0017412451208829274,HP:0030680,Abnormality of cardiovascular system morphology
0,2,C0221540,Other alteration of consciousness, alteration of consciousness,0.0016222824943659003,HP:0004372,Reduced consciousness/confusion
0,2,C0348483,Other disorders of aromatic amino-acid metabolism, disorders of aromatic amino-acid metabolism,0.0014614223645181199,HP:0004337,Abnormality of amino acid metabolism
0,2,C0869292,"Other diseases of trachea and bronchus, NEC in ICD9CM"," diseases of trachea and bronchus,",0.0014414492835379,HP:0002778,Abnormality of the trachea
0,2,C0701168,"Tricuspid valve disorder, non-rheumatic","tricuspid valve disorder, non-rheumatic",0.0013650017651514708,HP:0001627,Abnormal heart morphology
0,2,C0009806,Constipation,,0.0013490533459642956,HP:0002019,Constipation
0,2,C0392578,Impairment level: one eye: profound impairment: other eye: not specified (disorder),impairment level: one eye: profound impairment:  eye: not specified (disorder),0.0013239584682866246,,
0,2,C0029549,Other conditions due to autosomal anomalies, conditions due to autosomal anomalies,0.0013119549960380178,,
0,2,C0158617,Congenital insufficiency of aortic valve,congenital insufficiency of aortic valve,0.0012401921223046254,HP:0001646,Abnormality of the aortic valve
0,2,C0029587,Other eating disorders, eating disorders,0.0012055943731511913,HP:0100738,Abnormal eating behavior
0,2,C0010380,Croup,abnormality of the vocal cords,0.001185929063418208,HP:0008777,Abnormality of the vocal cords
0,2,C0158673,Other specified anomalies of pharynx, specified anomalies of pharynx,0.0011699049426728096,HP:0000600,Abnormality of the pharynx
0,2,C0375487,"Contact dermatitis and other eczema, unspecified cause","contact dermatitis and  eczema,  cause",0.001169323082483565,HP:0001047,Atopic dermatitis
0,2,C0158560,Other specified congenital anomalies of iris and ciliary body, specified congenital anomalies of iris and ciliary body,0.001157095471931886,,
0,2,C0040485,Torticollis,,0.0011463834589646076,HP:0000473,Torticollis
0,2,C0158629,Congenital anomaly of aortic arch,congenital anomaly of aortic arch,0.0011196241556462201,HP:0012303,Abnormality of the aortic arch
0,2,C0085639,Falls,,0.0011013055299277737,HP:0002527,Falls
0,2,C0159036,Other symptoms involving nervous and musculoskeletal systems, symptoms involving nervous and musculoskeletal systems,0.001091799961007452,HP:0000708,Behavioral abnormality
0,2,C0153644,"Cranial Nerve Neoplasms, Malignant","cranial nerve neoplasms, malignant",0.0010808762437478248,HP:0002377,Paraganglioma-related cranial nerve palsy
0,2,C0158619,Congenital insufficiency of mitral valve,insufficiency of mitral valve,0.001063365852473472,HP:0001653,Mitral regurgitation
0,2,C0018800,Cardiomegaly,,0.0010622583935128535,HP:0001640,Cardiomegaly
0,2,C0018681,Headache,,0.0010579838451213435,HP:0002315,Headache
0,2,C0344616,Congenitally corrected transposition of the great arteries,,0.0010374140346983817,HP:0011540,Congenitally corrected transposition of the great arteries
0,2,C0018818,Ventricular Septal Defects,,0.0010263758792597006,HP:0001629,Ventricular septal defect
0,2,C0343642,"Viral warts, unspecified","viral warts, ",0.0010107061584216752,HP:0200043,Verrucae
0,3,C0478145,Other and unspecified symbolic dysfunctions, and  impaired social interactionss,0.5056752046561183,HP:0000735,Impaired social interactions
0,3,C0154453,"Unspecified childhood psychosis, current or active state"," psychosis, ",0.14865449729627536,HP:0000709,Psychosis
0,3,C1263846,Attention deficit hyperactivity disorder,,0.04732163209617748,HP:0007018,Attention deficit hyperactivity disorder
0,3,C0009806,Constipation,,0.02640440202018436,HP:0002019,Constipation
0,3,C0152214,Intermittent alternating exotropia,intermittent alternating exotropia,0.021186443434831573,HP:0000577,Exotropia
0,3,C0154634,Mixed development disorder,neurodevelopmental delay,0.015164182705063487,HP:0012758,Neurodevelopmental delay
0,3,C1384666,hearing impairment,,0.014774014457972745,HP:0000365,Hearing impairment
0,3,C0015732,Fecal Incontinence,,0.013433021119251636,HP:0002607,Bowel incontinence
0,3,C0520966,Abnormal coordination,,0.012665892431571114,HP:0002311,Incoordination
0,3,C0162316,Iron deficiency anemia,,0.00697993787069477,HP:0001891,Iron deficiency anemia
0,3,C0022661,"Kidney Failure, Chronic","kidney failure, chronic",0.006871600319087601,HP:0003774,Stage 5 chronic kidney disease
0,3,C0031212,Personality Disorders,,0.006683352608776828,HP:0012075,Personality disorder
0,3,C1691215,Penile hypospadias,,0.006361181629903436,HP:0003244,Penile hypospadias
0,3,C1455977,aftercare following organ transplant,aftercare following organ transplant,0.00525737200542375,,
0,3,C0728936,Disorder of circulatory system,disorder of circulatory system,0.004677244329546067,HP:0011025,Abnormality of cardiovascular system physiology
0,3,C0038355,Stomach Diverticulum,,0.004676887822911812,HP:0100808,Gastric diverticulum
0,3,C1561882,Organic parasomnia,organic parasomnia,0.004676884562843706,HP:0000708,Behavioral abnormality
0,3,C0154246,"Urea Cycle Disorders, Inborn","urea cycle disorders, inborn",0.004155120526121509,HP:0001939,Abnormality of metabolism/homeostasis
