topic,time,cui,cui_name,curated_nameprob,hpo,hpo_name
0,1,C0878753,Unspecified lack of expected normal physiological development in childhood, lack of expected normal physiological development in ,0.02522552022740862,HP:0001263,Global developmental delay
0,1,C0260334,Pneumonitis due to inhalation of food or vomitus,pneumonitis due to inhalation of food or vomitus,0.022851346292305216,,
0,1,C0699815,Feeding difficulties and mismanagement,feeding difficulties and mismanagement,0.02101205051735562,HP:0011968,Feeding difficulties
0,1,C0154695,Diplegic Infantile Cerebral Palsy,diplegic  cerebral palsy,0.020596949400867676,HP:0100021,Cerebral palsy
0,1,C0017168,Gastroesophageal reflux disease,,0.01749038441740771,HP:0002020,Gastroesophageal reflux
0,1,C0013274,Patent ductus arteriosus,,0.015098072683950282,HP:0001643,Patent ductus arteriosus
0,1,C0158619,Congenital insufficiency of mitral valve,insufficiency of mitral valve,0.013991141371097894,HP:0001653,Mitral regurgitation
0,1,C0029806,Other specified infantile cerebral palsy, specified  cerebral palsy,0.012553023795595034,HP:0100021,Cerebral palsy
0,1,C3161331,Unspecified intellectual disabilities, intellectual disabilities,0.011051302741043987,HP:0001249,Intellectual disability
0,1,C0154721,"Epilepsy, unspecified, without mention of intractable epilepsy","epilepsy, , ",0.009944268306804812,HP:0001250,Seizures
0,1,C0000737,Abdominal Pain,,0.008087438071937758,HP:0002027,Abdominal pain
0,1,C0036440,Idiopathic scoliosis and kyphoscoliosis, scoliosis and kyphoscoliosis,0.00808206034943958,HP:0002650,Scoliosis
0,1,C0025958,Microcephaly,microcephaly,0.0071667616857224925,HP:0000252,Microcephaly
0,1,C1879328,Blindness both eyes NOS (disorder),blindness both eyes nos (disorder),0.007060098827473678,,
0,1,C0037785,Specific developmental disorder,specific developmental disorder,0.006233767937419176,HP:0000729,Autistic behavior
0,1,C1384666,hearing impairment,,0.005830399718278531,HP:0000365,Hearing impairment
0,1,C0159047,Symbolic dysfunction,impaired social interactions,0.005459782254661298,HP:0000735,Impaired social interactions
0,1,C0868777,Persistent disorder of initiating or maintaining sleep,persistent disorder of initiating or maintaining sleep,0.005372386676617009,HP:0002360,Sleep disturbance
0,1,C0039685,Tetralogy of Fallot,,0.004743300035367349,HP:0001636,Tetralogy of Fallot
0,1,C0497552,Congenital neurologic anomalies,,0.00467860169501467,HP:0000707,Abnormality of the nervous system
0,1,C0085584,Encephalopathies,,0.004295247879595117,HP:0001298,Encephalopathy
0,1,C0152417,Congenital stenosis of aortic valve,congenital stenosis of aortic valve,0.0038729512382278137,,
0,1,C0029557,Other congenital deformity of hip (joint), congenital deformity of hip (joint),0.003776777997012954,HP:0001384,Abnormality of the hip joint
0,1,C1719382,Acquired torsion dystonia,acquired torsion dystonia,0.0037650919270746123,HP:0001304,Torsion dystonia
0,1,C0155831,Hypertrophy of tonsils alone,hypertrophy of tonsils alone,0.0030015668186763288,HP:0100765,Abnormality of the tonsils
0,1,C0264133,Acquired flat foot,acquired flat foot,0.002748753601012381,HP:0001763,Pes planus
0,1,C0159020,Convulsions in the newborn,convulsions in the newborn,0.0025071097335019874,HP:0001250,Seizures
0,1,C0154709,"Generalized convulsive epilepsy, without mention of intractable epilepsy","generalized convulsive epilepsy, ",0.0018189665920972523,HP:0002197,Generalized seizures
0,1,C0029652,Other kyphoscoliosis and scoliosis, kyphoscoliosis and scoliosis,0.0017284981496992137,HP:0002650,Scoliosis
0,1,C0036529,"Myocardial Diseases, Secondary","myocardial diseases, secondary",0.0015748954520656705,,
0,1,C0478145,Other and unspecified symbolic dysfunctions, and  impaired social interactionss,0.0012467898757780613,HP:0000735,Impaired social interactions
0,1,C0344304,Generalized abdominal pain,generalized abdominal pain,0.0012009874104201028,,
0,2,C0878706,"Lack of normal physiological development, unspecified","lack of normal physiological development, ",0.08195374546483283,HP:0001263,Global developmental delay
0,2,C0392549,Infantile cerebral palsy, cerebral palsy,0.06483786422799136,HP:0100021,Cerebral palsy
0,2,C0478095,Other specified congenital malformations,phenotypic abnormality,0.04615092458012234,HP:0000118,Phenotypic abnormality
0,2,C0520966,Abnormal coordination,,0.04483843685952563,HP:0002311,Incoordination
0,2,C0014877,Esotropia,,0.04119852778536391,HP:0000565,Esotropia
0,2,C0158352,"Muscle, ligament and fascia disorders",muscle abnormality,0.03898620042145687,HP:0003011,Abnormality of the musculature
0,2,C0154697,"Cerebral Palsy, Quadriplegic, Infantile","cerebral palsy, quadriplegic, ",0.03300014919364556,HP:0100021,Cerebral palsy
0,2,C0154695,Diplegic Infantile Cerebral Palsy,diplegic  cerebral palsy,0.02558044824622155,HP:0100021,Cerebral palsy
0,2,C0424605,Developmental delay (disorder),developmental delay (disorder),0.022153375128865154,HP:0001263,Global developmental delay
0,2,C0026758,"Multiple congenital anomalies, so described","multiple congenital anomalies, so described",0.022151944692445347,HP:0001627,Abnormal heart morphology
0,2,C0020490,Hyperopia,,0.016385959205837995,HP:0000540,Hypermetropia
0,2,C0750903,"Amblyopia, Suppression","amblyopia, suppression",0.016057210257377545,HP:0000646,Amblyopia
0,2,C0154634,Mixed development disorder,neurodevelopmental delay,0.015612410872243528,HP:0012758,Neurodevelopmental delay
0,2,C3161331,Unspecified intellectual disabilities, intellectual disabilities,0.01235125320851779,HP:0001249,Intellectual disability
0,2,C0011168,Deglutition Disorders,,0.0118190017609794,HP:0002015,Dysphagia
0,2,C0015310,Exotropia,,0.011789033814756603,HP:0000577,Exotropia
0,2,C0878753,Unspecified lack of expected normal physiological development in childhood, lack of expected normal physiological development in ,0.01176720286097951,HP:0001263,Global developmental delay
0,2,C0264133,Acquired flat foot,acquired flat foot,0.011549597213803274,HP:0001763,Pes planus
0,2,C0008626,Congenital chromosomal disease,congenital chromosomal disease,0.0113538590192166,HP:0030680,Abnormality of cardiovascular system morphology
0,2,C0158619,Congenital insufficiency of mitral valve,insufficiency of mitral valve,0.01120263192194917,HP:0001653,Mitral regurgitation
0,2,C0154635,Other specified delays in development, specified delays in development,0.011146607421307813,HP:0001263,Global developmental delay
0,2,C0746674,Generalized muscle weakness,,0.010206937872072762,HP:0003324,Generalized muscle weakness
0,2,C0018818,Ventricular Septal Defects,,0.009770311405614365,HP:0001629,Ventricular septal defect
0,2,C0155336,Esotropia with accommodative compensation,esotropia ,0.00960936562847199,HP:0000565,Esotropia
0,2,C0158350,Tendon contracture,contracture,0.009540570542604961,HP:0001371,Flexion contracture
0,2,C0039685,Tetralogy of Fallot,,0.00947451664217787,HP:0001636,Tetralogy of Fallot
0,2,C0699815,Feeding difficulties and mismanagement,feeding difficulties and mismanagement,0.009321300192718778,HP:0011968,Feeding difficulties
0,2,C0025958,Microcephaly,microcephaly,0.009137629739780712,HP:0000252,Microcephaly
0,2,C0029806,Other specified infantile cerebral palsy, specified  cerebral palsy,0.008901419758249757,HP:0100021,Cerebral palsy
0,2,C0028738,Nystagmus,,0.008864303036635855,HP:0000639,Nystagmus
0,2,C0003811,Cardiac Arrhythmia,,0.008555600621019432,HP:0011675,Arrhythmia
0,2,C0152212,Intermittent alternating esotropia,intermittent alternating esotropia,0.008550897044874774,HP:0001137,Alternating esotropia
0,2,C0311394,Difficulty walking,,0.008020921981121908,HP:0002355,Difficulty walking
0,2,C0159047,Symbolic dysfunction,impaired social interactions,0.007158658187705752,HP:0000735,Impaired social interactions
0,2,C0029557,Other congenital deformity of hip (joint), congenital deformity of hip (joint),0.006229123757512854,HP:0001384,Abnormality of the hip joint
0,2,C0042798,Low Vision,low vision,0.006094377267978718,HP:0000505,Visual impairment
0,2,C0497552,Congenital neurologic anomalies,,0.006085626322377764,HP:0000707,Abnormality of the nervous system
0,2,C0159036,Other symptoms involving nervous and musculoskeletal systems, symptoms involving nervous and musculoskeletal systems,0.005793075712266354,HP:0000708,Behavioral abnormality
0,2,C0010417,Cryptorchidism,,0.005765868841096493,HP:0000028,Cryptorchidism
0,2,C0156109,"Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified (not specified as recurrent)","inguinal hernia, ",0.005651897953639426,HP:0000023,Inguinal hernia
0,2,C1879328,Blindness both eyes NOS (disorder),blindness both eyes nos (disorder),0.0055012747499521494,,
0,2,C0375546,undiagnosed heart murmur,undiagnosed heart murmur,0.005485477490857029,HP:0030148,Heart murmur
0,2,C0013274,Patent ductus arteriosus,,0.005287321017176691,HP:0001643,Patent ductus arteriosus
0,2,C0004106,Astigmatism,,0.005054199285947595,HP:0000483,Astigmatism
0,2,C0079157,Reduction deformities of brain,reduction deformities of brain,0.004968014838851888,HP:0012443,Abnormality of brain morphology
0,2,C0158617,Congenital insufficiency of aortic valve,congenital insufficiency of aortic valve,0.004926336203287085,HP:0001646,Abnormality of the aortic valve
0,2,C0392702,Abnormal involuntary movement,abnormal involuntary movement,0.004814174571000106,HP:0004305,Involuntary movements
0,2,C1384666,hearing impairment,,0.004681481994710908,HP:0000365,Hearing impairment
0,2,C0029608,Other endocardial cushion defects, endocardial cushion defects,0.004410228373403336,HP:0006695,Atrioventricular canal defect
0,2,C0011757,Developmental Coordination Disorder,motor delay,0.0043494978571735595,HP:0001270,Motor delay
0,2,C0029551,Other conditions of brain, conditions of brain,0.003945332958029163,HP:0012638,Abnormality of nervous system physiology
0,2,C0158489,Acquired clubfoot,acquired clubfoot,0.0037551027029887963,HP:0001762,Talipes equinovarus
0,2,C0022661,"Kidney Failure, Chronic","kidney failure, chronic",0.0035626654744263845,HP:0003774,Stage 5 chronic kidney disease
0,2,C0340629,Aortic aneurysm without mention of rupture NOS,aortic aneurysm ,0.003523324157850323,HP:0004942,Aortic aneurysm
0,2,C1719382,Acquired torsion dystonia,acquired torsion dystonia,0.0034733946959707236,HP:0001304,Torsion dystonia
0,2,C0009081,Congenital clubfoot,,0.0032090904641642885,HP:0001762,Talipes equinovarus
0,2,C0477458,Other specified hearing loss, specified hearing loss,0.0031148591665162784,HP:0000365,Hearing impairment
0,2,C0158618,Congenital stenosis of mitral valve,,0.002622485302133932,HP:0011570,Congenital mitral stenosis
0,2,C0036440,Idiopathic scoliosis and kyphoscoliosis, scoliosis and kyphoscoliosis,0.0025908399284295023,HP:0002650,Scoliosis
0,2,C0085584,Encephalopathies,,0.002351687097337003,HP:0001298,Encephalopathy
0,2,C0014116,Endocardial Cushion Defects,endocardial cushion defects,0.0023461345940886426,HP:0006695,Atrioventricular canal defect
0,2,C1455977,aftercare following organ transplant,aftercare following organ transplant,0.001783613062096404,,
0,2,C0159020,Convulsions in the newborn,convulsions in the newborn,0.0014257002925904432,HP:0001250,Seizures
0,2,C0026265,Diseases of mitral valve,diseases of mitral valve,0.0011981381877368463,HP:0001633,Abnormality of the mitral valve
0,2,C0009806,Constipation,,0.0011975689862680798,HP:0002019,Constipation
0,2,C0478144,Other and unspecified speech disturbances, and  speech disturbances,0.0011693854565607029,HP:0002167,Neurological speech impairment
0,2,C0478000,Other congenital malformations of aorta, congenital malformations of aorta,0.0010841831179152653,HP:0030680,Abnormality of cardiovascular system morphology
0,2,C0728950,Vomiting alone,vomiting alone,0.001076022866579775,HP:0002013,Vomiting
0,2,C0024796,Marfan Syndrome,marfan syndrome,0.0010309249138812629,,
0,3,C0520966,Abnormal coordination,,0.0934677508977278,HP:0002311,Incoordination
0,3,C0392549,Infantile cerebral palsy, cerebral palsy,0.06890503998549016,HP:0100021,Cerebral palsy
0,3,C0878706,"Lack of normal physiological development, unspecified","lack of normal physiological development, ",0.0666491960126714,HP:0001263,Global developmental delay
0,3,C0154697,"Cerebral Palsy, Quadriplegic, Infantile","cerebral palsy, quadriplegic, ",0.056532770564234114,HP:0100021,Cerebral palsy
0,3,C0746674,Generalized muscle weakness,,0.04725268614092834,HP:0003324,Generalized muscle weakness
0,3,C1263846,Attention deficit hyperactivity disorder,,0.04404383525029185,HP:0007018,Attention deficit hyperactivity disorder
0,3,C0575081,Gait abnormality,,0.043153503613946854,HP:0001288,Gait disturbance
0,3,C0158352,"Muscle, ligament and fascia disorders",muscle abnormality,0.03846655401293232,HP:0003011,Abnormality of the musculature
0,3,C0424605,Developmental delay (disorder),developmental delay (disorder),0.03456660479119649,HP:0001263,Global developmental delay
0,3,C0154695,Diplegic Infantile Cerebral Palsy,diplegic  cerebral palsy,0.026097080898577044,HP:0100021,Cerebral palsy
0,3,C0014877,Esotropia,,0.023995321874135302,HP:0000565,Esotropia
0,3,C0840927,Neurologic neglect syndrome,abnormality of the nervous system,0.023238944143866028,HP:0000707,Abnormality of the nervous system
0,3,C0029557,Other congenital deformity of hip (joint), congenital deformity of hip (joint),0.017606854965163215,HP:0001384,Abnormality of the hip joint
0,3,C0011757,Developmental Coordination Disorder,motor delay,0.01540760933679148,HP:0001270,Motor delay
0,3,C0158350,Tendon contracture,contracture,0.014951922630523027,HP:0001371,Flexion contracture
0,3,C0750903,"Amblyopia, Suppression","amblyopia, suppression",0.014833616051710696,HP:0000646,Amblyopia
0,3,C0270805,Hemiplegic cerebral palsy,hemiplegic cerebral palsy,0.01412676166603129,HP:0100021,Cerebral palsy
0,3,C0158361,"Other disorders of muscle, ligament, and fascia"," disorders of muscle, ligament, and fascia",0.013263877034773683,,
0,3,C0030196,Pain in limb,,0.012307769215646011,HP:0009763,Limb pain
0,3,C0264133,Acquired flat foot,acquired flat foot,0.012022693357469557,HP:0001763,Pes planus
0,3,C0029806,Other specified infantile cerebral palsy, specified  cerebral palsy,0.011069200871709373,HP:0100021,Cerebral palsy
0,3,C0152212,Intermittent alternating esotropia,intermittent alternating esotropia,0.010196126184378223,HP:0001137,Alternating esotropia
0,3,C0392702,Abnormal involuntary movement,abnormal involuntary movement,0.01017355921127401,HP:0004305,Involuntary movements
0,3,C0155336,Esotropia with accommodative compensation,esotropia ,0.009699608675475932,HP:0000565,Esotropia
0,3,C0020490,Hyperopia,,0.007628714509936506,HP:0000540,Hypermetropia
0,3,C0010417,Cryptorchidism,,0.0067806562444230264,HP:0000028,Cryptorchidism
0,3,C0025958,Microcephaly,microcephaly,0.006739717917899528,HP:0000252,Microcephaly
0,3,C0015310,Exotropia,,0.00641024063891735,HP:0000577,Exotropia
0,3,C3161331,Unspecified intellectual disabilities, intellectual disabilities,0.006245023112740233,HP:0001249,Intellectual disability
0,3,C0154635,Other specified delays in development, specified delays in development,0.0057387122667795125,HP:0001263,Global developmental delay
0,3,C0375218,"Hemiplegia, unspecified affecting unspecified side","hemiplegia,  affecting  side",0.005226886600355832,HP:0012638,Abnormality of nervous system physiology
0,3,C0004106,Astigmatism,,0.0049165642396888695,HP:0000483,Astigmatism
0,3,C0028738,Nystagmus,,0.0044115193932155305,HP:0000639,Nystagmus
0,3,C0154633,Other developmental speech or language disorder, delayed speech or language disorder,0.0042656747213322115,HP:0000750,Delayed speech and language development
0,3,C0042798,Low Vision,low vision,0.004147624873785812,HP:0000505,Visual impairment
0,3,C0338982,Other specific developmental learning difficulties, specific developmental learning difficulties,0.004064991955791925,HP:0001263,Global developmental delay
0,3,C0009592,Compression of brain,compression of brain,0.0029911388893407473,HP:0012443,Abnormality of brain morphology
0,3,C0878753,Unspecified lack of expected normal physiological development in childhood, lack of expected normal physiological development in ,0.002660829436658778,HP:0001263,Global developmental delay
0,3,C0008626,Congenital chromosomal disease,congenital chromosomal disease,0.0025442323226759402,HP:0030680,Abnormality of cardiovascular system morphology
0,3,C0158712,Congenital musculoskeletal deformities of spine,congenital musculoskeletal deformities of spine,0.0025385793458182013,HP:0000925,Abnormality of the vertebral column
0,3,C0154694,"Hemiplegia, Spastic",,0.002018688759887175,HP:0011099,Spastic hemiparesis
0,3,C0375193,Other conduct disorders, oppositional defiant disorders,0.0016012132158387386,HP:0010865,Oppositional defiant disorder
0,3,C0026758,"Multiple congenital anomalies, so described","multiple congenital anomalies, so described",0.0013356953402953258,HP:0001627,Abnormal heart morphology
0,3,C0159036,Other symptoms involving nervous and musculoskeletal systems, symptoms involving nervous and musculoskeletal systems,0.0012892811315650587,HP:0000708,Behavioral abnormality
0,3,C0152417,Congenital stenosis of aortic valve,congenital stenosis of aortic valve,0.0012647462274132401,,
0,4,C0424605,Developmental delay (disorder),developmental delay (disorder),0.10223584097202777,HP:0001263,Global developmental delay
0,4,C0155886,"Asthma, unspecified type, without mention of status asthmaticus","asthma,  type, ",0.05429270965549006,HP:0002099,Asthma
0,4,C0154634,Mixed development disorder,neurodevelopmental delay,0.05231002787778549,HP:0012758,Neurodevelopmental delay
0,4,C0264222,Acute upper respiratory infection,acute respiratory tract infection,0.043381255105775826,HP:0011948,Acute respiratory tract infection
0,4,C0029882,Otitis Media,,0.039924621449047036,HP:0000388,Otitis media
0,4,C0011334,Dental caries,,0.03985096302235915,HP:0000670,Carious teeth
0,4,C0154632,Developmental speech or language disorder,delayed speech or language disorder,0.03322341263116151,HP:0000750,Delayed speech and language development
0,4,C0153114,Unspecified viral infection in conditions classified elsewhere and of unspecified site, viral infection in conditions classified elsewhere and of  site,0.0314368197517538,HP:0002719,Recurrent infections
0,4,C0029753,Other specified cerebral degenerations in childhood, specified cerebral degenerations in ,0.025681962091968887,HP:0007313,Cerebral degeneration
0,4,C0014877,Esotropia,,0.024047083648285204,HP:0000565,Esotropia
0,4,C0029581,Other disease of nasal cavity and sinuses, disease of nasal cavity and sinuses,0.017968004373630744,HP:0000366,Abnormality of the nose
0,4,C0155336,Esotropia with accommodative compensation,esotropia ,0.017545360048936313,HP:0000565,Esotropia
0,4,C2349675,Fever and other physiologic disturbances of temperature regulation,fever and  physiologic disturbances of temperature regulation,0.017485980073588942,HP:0004370,Abnormality of temperature regulation
0,4,C0154633,Other developmental speech or language disorder, delayed speech or language disorder,0.0158607739479789,HP:0000750,Delayed speech and language development
0,4,C0011991,Diarrhea,,0.01451466615568548,HP:0002014,Diarrhea
0,4,C2607914,Allergic rhinitis (disorder),,0.014474371659356262,HP:0003193,Allergic rhinitis
0,4,C0029512,Other and unspecified noninfectious gastroenteritis and colitis,gastrointestinal inflammation,0.013715560450993824,HP:0004386,Gastrointestinal inflammation
0,4,C0158361,"Other disorders of muscle, ligament, and fascia"," disorders of muscle, ligament, and fascia",0.013454518832766152,,
0,4,C0010200,Coughing,,0.012240641254062648,HP:0012735,Cough
0,4,C0750903,"Amblyopia, Suppression","amblyopia, suppression",0.010448302540740908,HP:0000646,Amblyopia
0,4,C0020490,Hyperopia,,0.007250854636834778,HP:0000540,Hypermetropia
0,4,C1279224,"Infectious colitis, enteritis and gastroenteritis","infectious colitis, enteritis and gastroenteritis",0.007060571865789361,HP:0002583,Colitis
0,4,C1384666,hearing impairment,,0.006635620840581355,HP:0000365,Hearing impairment
0,4,C0236826,Developmental expressive language disorder,expressive language delay,0.006278926381764082,HP:0002474,Expressive language delay
0,4,C0158619,Congenital insufficiency of mitral valve,insufficiency of mitral valve,0.005816658455946359,HP:0001653,Mitral regurgitation
0,4,C0029608,Other endocardial cushion defects, endocardial cushion defects,0.004618659714799435,HP:0006695,Atrioventricular canal defect
0,4,C0040188,Tic disorder,tic disorder,0.004470416442251476,HP:0100033,Tics
0,4,C0014116,Endocardial Cushion Defects,endocardial cushion defects,0.004299408961476907,HP:0006695,Atrioventricular canal defect
0,4,C0878706,"Lack of normal physiological development, unspecified","lack of normal physiological development, ",0.004077577248655613,HP:0001263,Global developmental delay
0,4,C0878691,Dementia in conditions classified elsewhere without behavioral disturbance,dementia in conditions classified elsewhere ,0.003302601826467856,,
0,4,C0004106,Astigmatism,,0.0031497328540415442,HP:0000483,Astigmatism
0,4,C0728950,Vomiting alone,vomiting alone,0.0027846265663669535,HP:0002013,Vomiting
0,4,C0042023,Increased frequency of micturition,,0.00212958361235647,HP:0100515,Pollakisuria
0,4,C0152212,Intermittent alternating esotropia,intermittent alternating esotropia,0.0016093770330577945,HP:0001137,Alternating esotropia
0,4,C0015310,Exotropia,,0.0015111744788014751,HP:0000577,Exotropia
0,4,C0375193,Other conduct disorders, oppositional defiant disorders,0.001177298654628875,HP:0010865,Oppositional defiant disorder
0,4,C0264133,Acquired flat foot,acquired flat foot,0.0010345726663962274,HP:0001763,Pes planus
0,5,C0009806,Constipation,,0.20110401285408716,HP:0002019,Constipation
0,5,C0264222,Acute upper respiratory infection,acute respiratory tract infection,0.05250050664569265,HP:0011948,Acute respiratory tract infection
0,5,C0004352,Autistic Disorder,,0.04032926965658502,HP:0000717,Autism
0,5,C0155886,"Asthma, unspecified type, without mention of status asthmaticus","asthma,  type, ",0.03641134730608419,HP:0002099,Asthma
0,5,C0014877,Esotropia,,0.0337661865791761,HP:0000565,Esotropia
0,5,C0000737,Abdominal Pain,,0.0321707206972973,HP:0002027,Abdominal pain
0,5,C0153114,Unspecified viral infection in conditions classified elsewhere and of unspecified site, viral infection in conditions classified elsewhere and of  site,0.03108217721513259,HP:0002719,Recurrent infections
0,5,C0029512,Other and unspecified noninfectious gastroenteritis and colitis,gastrointestinal inflammation,0.0251481468105603,HP:0004386,Gastrointestinal inflammation
0,5,C0750903,"Amblyopia, Suppression","amblyopia, suppression",0.021485166360483927,HP:0000646,Amblyopia
0,5,C0424605,Developmental delay (disorder),developmental delay (disorder),0.019872115109479012,HP:0001263,Global developmental delay
0,5,C0011991,Diarrhea,,0.01870263874295612,HP:0002014,Diarrhea
0,5,C0037317,Sleep disturbances,,0.018179616565271343,HP:0002360,Sleep disturbance
0,5,C2349675,Fever and other physiologic disturbances of temperature regulation,fever and  physiologic disturbances of temperature regulation,0.01642794264462545,HP:0004370,Abnormality of temperature regulation
0,5,C0036689,Streptococcal sore throat,streptococcal sore throat,0.01539083037289832,,
0,5,C0478144,Other and unspecified speech disturbances, and  speech disturbances,0.0151264192233507,HP:0002167,Neurological speech impairment
0,5,C0395861,Acute suppurative otitis media without spontaneous rupture of ear drum,acute suppurative otitis media ,0.014775255669571533,HP:0000403,Recurrent otitis media
0,5,C0030196,Pain in limb,,0.013378773354732901,HP:0009763,Limb pain
0,5,C0344304,Generalized abdominal pain,generalized abdominal pain,0.012873647934696612,,
0,5,C0728950,Vomiting alone,vomiting alone,0.012779251008924101,HP:0002013,Vomiting
0,5,C0159135,Other abnormal clinical findings, abnormal clinical findings,0.010732012390916115,HP:0000707,Abnormality of the nervous system
0,5,C0036440,Idiopathic scoliosis and kyphoscoliosis, scoliosis and kyphoscoliosis,0.010677069408649743,HP:0002650,Scoliosis
0,5,C0375546,undiagnosed heart murmur,undiagnosed heart murmur,0.009808038182233593,HP:0030148,Heart murmur
0,5,C1279224,"Infectious colitis, enteritis and gastroenteritis","infectious colitis, enteritis and gastroenteritis",0.009328130518256974,HP:0002583,Colitis
0,5,C0015310,Exotropia,,0.009214140978699544,HP:0000577,Exotropia
0,5,C1301937,Talipes,,0.00809409830138643,HP:0001883,Talipes
0,5,C0868777,Persistent disorder of initiating or maintaining sleep,persistent disorder of initiating or maintaining sleep,0.007589232113075076,HP:0002360,Sleep disturbance
0,5,C0152212,Intermittent alternating esotropia,intermittent alternating esotropia,0.006958276519876811,HP:0001137,Alternating esotropia
0,5,C0009081,Congenital clubfoot,,0.0068165900366251786,HP:0001762,Talipes equinovarus
0,5,C0949135,Other constipation, constipation,0.0066210433943705,HP:0002019,Constipation
0,5,C0375026,Viral and chlamydial infection in conditions classified elsewhere and of unspecified site,viral and chlamydial infection in conditions classified elsewhere and of  site,0.0061539993835764166,,
0,5,C0878706,"Lack of normal physiological development, unspecified","lack of normal physiological development, ",0.005474330387136739,HP:0001263,Global developmental delay
0,5,C2607914,Allergic rhinitis (disorder),,0.004059442899158836,HP:0003193,Allergic rhinitis
0,5,C0158489,Acquired clubfoot,acquired clubfoot,0.0038217828781363238,HP:0001762,Talipes equinovarus
0,5,C0478100,Other deletions from the autosomes, deletions from the autosomes,0.002780489860497296,,
0,5,C0154633,Other developmental speech or language disorder, delayed speech or language disorder,0.0024420917675381953,HP:0000750,Delayed speech and language development
