cui,cui_name,curated_name,prob,hpo,hpo_name
C0392646,Herpes simplex without mention of complication,herpes simplex ,0.0013262422214330037,,
C0409273,"Unspecified joint derangement, ankle and foot"," joint derangement, ankle and foot",0.0027741825703401428,HP:0100491,Abnormality of lower limb joint
C0751362,Narcolepsy-Cataplexy Syndrome,narcolepsy-cataplexy syndrome,0.001114063397954738,HP:0002524,Cataplexy
C0155545,Tympanic membrane conductive hearing loss,tympanic membrane conductive hearing loss,0.0024104218599866134,HP:0000405,Conductive hearing impairment
C0155544,External ear conductive hearing loss,external ear conductive hearing loss,0.003282334685735896,HP:0000405,Conductive hearing impairment
C0155546,Middle ear conductive hearing loss,middle ear conductive hearing loss,0.02517679309451241,HP:0000405,Conductive hearing impairment
C0155541,Other otorrhea, otorrhea,0.005042236038468429,HP:0000359,Abnormality of the inner ear
C0155540,Ear discharge,ear discharge,0.0037333716488844293,HP:0000598,Abnormality of the ear
C0023895,Liver diseases,liver diseases,0.0020997607301356056,HP:0001392,Abnormality of the liver
C0155548,Conductive hearing loss of combined types,conductive hearing loss of combined types,0.0016091319277314257,HP:0000405,Conductive hearing impairment
C2874892,"Bipolar disorder, current episode mixed, moderate","bipolar disorder,  mixed, moderate",0.0028166951048650764,HP:0007302,Bipolar affective disorder
C0027868,Neuromuscular Diseases,neuromuscular diseases,0.0017644497298435159,HP:0003011,Abnormality of the musculature
C0036416,Scleritis,,0.0021582647526430278,HP:0100532,Scleritis
C0003872,"Arthritis, Psoriatic","arthritis, psoriatic",0.001784954041302757,HP:0011123,Inflammatory abnormality of the skin
C0019555,"Hip Dislocation, Congenital",,0.0011345516220220972,HP:0001385,Hip dysplasia
C0030312,Pancytopenia,,0.0010348741711274675,HP:0001876,Pancytopenia
C0431725,Other specified anomalies of ureter, specified anomalies of ureter,0.002138663559576901,HP:0000069,Abnormality of the ureter
C0037785,Specific developmental disorder,specific developmental disorder,0.026093222477270275,HP:0000729,Autistic behavior
C0159132,Nonspecific abnormal toxicological findings,nonspecific abnormal toxicological findings,0.0012702371799020117,HP:0001939,Abnormality of metabolism/homeostasis
C0159135,Other abnormal clinical findings, abnormal clinical findings,0.006458734665566056,HP:0000707,Abnormality of the nervous system
C0155948,Other diseases and conditions of the teeth and supporting structures, diseases and conditions of the teeth and supporting structures,0.0039756532943744215,HP:0006481,Abnormality of primary teeth
C0155120,"Corneal Dystrophy, Band-Shaped",,0.002091550894781197,HP:0007709,Band-shaped corneal dystrophy
C0154434,"Bipolar I disorder, most recent episode (or current) mixed, in partial or unspecified remission","bipolar disorder,  mixed, ",0.001434303355933125,HP:0007302,Bipolar affective disorder
C0745890,Reflex sympathetic dystrophy of lower extremity,reflex sympathetic dystrophy of lower extremity,0.0023466451937269803,,
C0154433,"Bipolar I disorder, most recent episode (or current) mixed, severe, specified as with psychotic behavior","bipolar disorder,  mixed, severe, specified as ",0.001336590870115903,HP:0007302,Bipolar affective disorder
C0375094,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites"," malignant lymphomas,  site, extranodal and solid organ sites",0.008485567417373694,HP:0012539,Non-Hodgkin lymphoma
C0041857,unspecified nonpsychotic mental disorder, nonpsychotic mental disorder,0.005858491070160004,HP:0000708,Behavioral abnormality
C1306306,Contracture of hip joint,contracture of hip joint,0.005211080348057785,HP:0003273,Hip contracture
C0231835,Tachypnea,,0.0019377839172791329,HP:0002789,Tachypnea
C0153876,Acute lymphoid leukemia in remission,acute lymphoid leukemia in remission,0.0013874675740194677,HP:0005531,Biphenotypic acute leukaemia
C0161462,"Injury to digital nerve, upper limb","injury to digital nerve, upper limb",0.0011828484043698716,HP:0000759,Abnormal peripheral nervous system morphology
C0019158,Hepatitis,,0.0014544758450236442,HP:0012115,Hepatitis
C0024508,Major anomaly of jaw size,major anomaly of jaw size,0.0013821119436318674,,
C0079157,Reduction deformities of brain,reduction deformities of brain,0.01177358710627512,HP:0012443,Abnormality of brain morphology
C0008475,Chondromalacia Patellae,chondromalacia patellae,0.002205573541272155,,
C0024713,Manic Disorder,mania,0.0017206431825617908,HP:0100754,Mania
C0008297,Choanal Atresia,,0.0068859319623324365,HP:0000453,Choanal atresia
C0728936,Disorder of circulatory system,disorder of circulatory system,0.0030476122522468253,HP:0011025,Abnormality of cardiovascular system physiology
C0156157,Other specified intestinal obstruction, specified intestinal obstruction,0.0010223466912700093,HP:0005214,Intestinal obstruction
C0004352,Autistic Disorder,,0.03530021343934096,HP:0000717,Autism
C0157687,"Carbuncle and furuncle of leg, except foot","carbuncle and furuncle of leg, except foot",0.0018966057421631254,,
C0158463,Other acquired deformities of limbs, acquired deformities of limbs,0.012168969480090056,HP:0002814,Abnormality of the lower limb
C0039145,Syringomyelia and syringobulbia,syringomyelia and syringobulbia,0.0019794796399828264,HP:0003396,Syringomyelia
C0021831,Intestinal Diseases,,0.0017006441466118154,HP:0002242,Abnormality of the intestine
C0021830,Intestinal disaccharidase deficiencies and disaccharide malabsorption,intestinal disaccharidase deficiencies and disaccharide malabsorption,0.0018526137072437331,HP:0002242,Abnormality of the intestine
C0040259,Tinea Pedis,tinea pedis,0.004771905106382221,HP:0100847,Palmoplantar pustulosis
C2712941,Disorder of stomach function and feeding problems in newborn,disorder of stomach function and feeding problems in newborn,0.006493307028456605,HP:0011968,Feeding difficulties
C0033774,Pruritus,,0.0011241768734252884,HP:0000989,Pruritus
C0033770,Prune Belly Syndrome,,0.0012409587374119695,HP:0004392,Prune belly
C0042109,Urticaria,,0.0028365754909446482,HP:0001025,Urticaria
C1260466,Long-term (current) use of steroids,long-term (current) use of steroids,0.0014462378376062044,,
C0020490,Hyperopia,,0.008401866488345617,HP:0000540,Hypermetropia
C0080178,Spina Bifida,,0.0010830470750278634,HP:0002414,Spina bifida
C0003811,Cardiac Arrhythmia,,0.028239789084375768,HP:0011675,Arrhythmia
C0018991,Hemiplegia,,0.004152162274468255,HP:0002301,Hemiplegia
C0158795,Other and unspecified congenital anomalies, and  congenital anomalies,0.001026076216926085,HP:0001627,Abnormal heart morphology
C0261974,Suicide and self-inflicted injury by other specified means,suicide and self-inflicted injury by  specified means,0.005568270284517209,,
C0495615,Congenital abnormality of skull and face bones,congenital abnormality of skull and face bones,0.04203023824651161,HP:0000929,Abnormality of the skull
C0395986,Other chronic sinusitis, chronic sinusitis,0.0019451105570570048,HP:0011109,Chronic sinusitis
C0032227,Pleural effusion disorder,,0.005770320031285816,HP:0002202,Pleural effusion
C0014761,"Erythroblastosis, Fetal","erythroblastosis, fetal",0.0010802696920653126,HP:0001197,Abnormality of prenatal development or birth
C0002170,Alopecia,,0.0011794764500055199,HP:0001596,Alopecia
C0013238,Dry Eye Syndromes,dry eye syndromes,0.002091550894781197,HP:0001097,Keratoconjunctivitis sicca
C0029534,Other cerebellar ataxia, cerebellar ataxia,0.0013767797772810094,HP:0001251,Ataxia
C0949141,Intraventricular hemorrhage unspecified grade,intraventricular hemorrhage  grade,0.0016569091153146906,HP:0011695,Cerebellar hemorrhage
C0949143,"Intraventricular hemorrhage, grade II","intraventricular hemorrhage, grade ii",0.00121373430458608,,
C2712366,Other voice and resonance disorders, voice and resonance disorders,0.003395504687506096,,
C0302397,"Other hamartoses, not elsewhere classified"," hamartoses, not elsewhere classified",0.007410318586788668,,
C0235238,Cycloplegia,cycloplegia,0.0021104201452257928,HP:0000553,Abnormality of the uvea
C0003492,Aortic coarctation,,0.026544788672059658,HP:0001680,Coarctation of aorta
C0158646,Cleft palate with cleft lip,cleft palate ,0.010625896579320109,HP:0000175,Cleft palate
C0009451,Communicating Hydrocephalus,,0.0032628729681426576,HP:0001334,Communicating hydrocephalus
C0158648,Unilateral incomplete cleft palate,unilateral incomplete cleft palate,0.003924523501735921,HP:0100334,Unilateral cleft palate
C0154154,"Thyrotoxicosis without mention of goiter or other cause, and without mention of thyrotoxic crisis or storm",thyrotoxicosis ,0.0017677483974794577,HP:0000836,Hyperthyroidism
C0029443,Osteomyelitis,,0.001996055479103384,HP:0002754,Osteomyelitis
C0151699,Intracranial Hemorrhages,,0.0017642510264037346,HP:0002170,Intracranial hemorrhage
C0869256,Mixed urinary incontinence,mixed urinary incontinence,0.009293739040729918,HP:0000020,Urinary incontinence
C0494362,Other specified metabolic disorders, specified metabolic disorders,0.003226872080754831,,
C0695241,Other complications of gastrostomy, complications of gastrostomy,0.002166040667747561,HP:0012718,Morphological abnormality of the gastrointestinal tract
C0695240,Mechanical complication of gastrostomy,mechanical complication of gastrostomy,0.0013605515546517924,,
C0029844,Other specified visual disturbances, specified visual disturbances,0.0017594329569525263,,
C0220704,Shprintzen syndrome,shprintzen syndrome,0.002264896953791296,,
C0029842,Other specified viral infection, specified viral infection,0.0015627270126126519,HP:0002719,Recurrent infections
C0007645,Cellulitis and abscess NOS (disorder),cellulitis and abscess nos (disorder),0.009151206137152075,,
C0006267,Bronchiectasis,,0.002158328141934328,HP:0002110,Bronchiectasis
C0155332,Alternating exotropia with V pattern,alternating exotropia ,0.0039180301518757805,HP:0001137,Alternating esotropia
C0155471,Atrophic nonflaccid tympanic membrane,atrophic nonflaccid tympanic membrane,0.001926570384587688,,
C0431467,Other anomalies of external ear with impairment of hearing, anomalies of external ear ,0.0014234601190665091,HP:0000356,Abnormality of the outer ear
C0039685,Tetralogy of Fallot,,0.04915795198675624,HP:0001636,Tetralogy of Fallot
C0158255,Displacement of lumbar intervertebral disc without myelopathy,displacement of lumbar intervertebral disc ,0.0010799403922390498,HP:0000925,Abnormality of the vertebral column
C0020575,Hypertropia,hypertropia,0.003262329185220541,HP:0000486,Strabismus
C0029668,Other mucopurulent conjunctivitis, mucopurulent conjunctivitis,0.0018104716992545847,HP:0003781,Excessive salivation
C0029669,Other musculoskeletal symptoms referable to limbs, musculoskeletal symptoms referable to limbs,0.0011654012897222767,HP:0012638,Abnormality of nervous system physiology
C0271468,Eustachian tube disorder,eustachian tube disorder,0.06805394869735774,HP:0040115,Abnormality of the Eustachian tube
C0027092,Myopia,,0.011867262520884993,HP:0000545,Myopia
C0302378,"Chronic airway obstruction, NEC in ICD9CM_2014","chronic airway obstruction,",0.002963174357170687,,
C0302379,"Other pulmonary insufficiency, NEC in ICD9CM"," pulmonary insufficiency,",0.0058822502680345645,HP:0010444,Pulmonary insufficiency
C0302371,"Other and unspecified special symptoms or syndromes, NEC in ICD9CM_2014"," and  special symptoms or syndromes,",0.029760228953197645,HP:0000708,Behavioral abnormality
C0023976,Long QT Syndrome,long qt syndrome,0.0024766872074272056,HP:0001657,Prolonged QT interval
C0452138,"Sensorineural hearing loss, bilateral",,0.002985248755810723,HP:0008619,Bilateral sensorineural hearing impairment
C0154338,Other persistent mental disorders due to conditions classified elsewhere, persistent mental disorders due to conditions classified elsewhere,0.0010951991667625105,,
C0158328,Trigger Finger Disorder,trigger finger disorder,0.0015122206963555668,,
C0270805,Hemiplegic cerebral palsy,hemiplegic cerebral palsy,0.018586140191486196,HP:0100021,Cerebral palsy
C0341089,Other functional disorders of intestine, functional disorders of intestine,0.004874751385470088,HP:0002242,Abnormality of the intestine
C0155840,Hypertrophy of nasal turbinates,hypertrophy of nasal turbinates,0.0011273836452558186,HP:0000366,Abnormality of the nose
C0155847,Unilateral partial vocal cord paralysis,unilateral  vocal cord paralysis,0.002449207680336837,HP:0008757,Unilateral vocal cord paralysis
C0339711,Legal blindness USA,legal blindness usa,0.003313538485367351,,
C0155118,Corneal degeneration,,0.0011744102338685672,HP:0007705,Corneal degeneration
C0154421,"Bipolar I disorder, most recent episode (or current) manic, in partial or unspecified remission","bipolar disorder,  ",0.005552842414674847,HP:0007302,Bipolar affective disorder
C0154420,"Bipolar I disorder, most recent episode (or current) manic, severe, specified as with psychotic behavior","bipolar disorder,  severe, specified as ",0.0043538794350480034,HP:0007302,Bipolar affective disorder
C0000737,Abdominal Pain,,0.024098308677904804,HP:0002027,Abdominal pain
C0155939,Dental arch relationship anomaly,dental arch relationship anomaly,0.0015788166233408174,,
C0154426,"Bipolar I disorder, most recent episode (or current) depressed, severe, without mention of psychotic behavior","bipolar disorder,  severe, ",0.00457393087876511,HP:0007302,Bipolar affective disorder
C0154429,"Bipolar affective disorder, depressed, in full remission","bipolar affective disorder, in full remission",0.00457393087876511,HP:0007302,Bipolar affective disorder
C0154428,"Bipolar I disorder, most recent episode (or current) depressed, in partial or unspecified remission","bipolar disorder,  ",0.002313191654468077,HP:0007302,Bipolar affective disorder
C0037889,Hereditary spherocytosis,hereditary spherocytosis,0.0014629727510113582,,
C0155930,Tooth Ankylosis,tooth ankylosis,0.0013259096535923338,,
C0158698,Congenital malformation of the urinary system,congenital malformation of the urinary system,0.002831086728987772,HP:0000079,Abnormality of the urinary system
C0004610,Bacteremia,bacteremia,0.005035272489569663,HP:0010978,Abnormality of immune system physiology
C0158699,Renal agenesis and dysgenesis,renal agenesis and dysgenesis,0.006783499568220666,,
C0036689,Streptococcal sore throat,streptococcal sore throat,0.006106859114940024,,
C0154825,Retinal round hole without detachment,retinal round hole ,0.0012310218150567342,,
C0162678,Neurofibromatoses,,0.004679672767048418,HP:0001067,Neurofibromas
C0221540,Other alteration of consciousness, alteration of consciousness,0.0035597018831537088,HP:0004372,Reduced consciousness/confusion
C0155066,"Unqualified visual loss, one eye","unqualified visual loss, one eye",0.0019762683551680467,,
C0004106,Astigmatism,,0.008139806739862638,HP:0000483,Astigmatism
C0159906,"Fracture of one or more phalanges of foot, closed","fracture of one or more phalanges of foot, closed",0.0014485312380373015,,
C0490053,"Reduction deformities of upper limb, congenital, longitudinal deficiency, phalanges, complete or partial","reduction deformities of upper limb, congenital, longitudinal deficiency, phalanges, complete or ",0.001359482971132136,,
C0042029,Urinary tract infection,urinary tract infection,0.01634469495824467,HP:0000010,Recurrent urinary tract infections
C0042024,Urinary Incontinence,,0.02405773317247374,HP:0000020,Urinary incontinence
C1456298,Mood disorder in conditions classified elsewhere,depression in conditions classified elsewhere,0.0015951283649112604,HP:0000708,Behavioral abnormality
C0042023,Increased frequency of micturition,,0.008132524800988554,HP:0100515,Pollakisuria
C0005741,Blepharitis,,0.0041074475937075096,HP:0000498,Blepharitis
C0005745,Blepharoptosis,,0.002771335885861991,HP:0000508,Ptosis
C0021447,"Inguinal hernia, without mention of obstruction or gangrene","inguinal hernia, ",0.0012415213174102524,HP:0000023,Inguinal hernia
C0157697,Cellulitis and abscess of neck,cellulitis and abscess of neck,0.0036063515827459507,HP:0002722,Recurrent abscess formation
C0157696,Cellulitis and abscess of face,cellulitis and abscess of face,0.0015862984577810749,HP:0010771,Pilonidal abscess
C0157694,Onychia and paronychia of toe,onychia and paronychia of toe,0.004234683535006674,HP:0001597,Abnormality of the nail
C0157691,Cellulitis and abscess of finger,cellulitis and abscess of finger,0.0012860100653912076,,
C0153517,Malignant neoplasm of long bones of lower limb,malignant neoplasm of long bones of lower limb,0.005199837633531736,HP:0011793,Neoplasm by anatomical site
C1456270,Fatty acid oxidation disorder,fatty acid oxidation disorder,0.0019463855997265986,HP:0004359,Abnormality of fatty-acid metabolism
C1456275,disorder of mitochondrial metabolism,disorder of mitochondrial metabolism,0.007363226579628216,HP:0003287,Abnormality of mitochondrial metabolism
C0157699,Cellulitis and abscess of upper arm and forearm,cellulitis and abscess of upper arm and forearm,0.002774753135746366,,
C0157698,Cellulitis and abscess of trunk,cellulitis and abscess of trunk,0.0016413144332159868,HP:0010771,Pilonidal abscess
C0021843,Intestinal Obstruction,,0.0023456274222794474,HP:0005214,Intestinal obstruction
C2607914,Allergic rhinitis (disorder),,0.014376781377248567,HP:0003193,Allergic rhinitis
C0014089,Functional encopresis,functional encopresis,0.01490641374250398,HP:0040183,Encopresis
C0018051,Gonadal Dysgenesis,,0.002601685365720697,HP:0000133,Gonadal dysgenesis
C0022548,Keloid,,0.0015075602766503212,HP:0010562,Keloids
C1260873,Aortic valve disorder,aortic valve disorder,0.0031628237951205995,,
C0178879,Urinary tract obstruction,urinary tract obstruction,0.0015809058136617277,,
C0264492,Chronic respiratory failure,chronic respiratory failure,0.0019053718750919842,HP:0002878,Respiratory failure
C0264490,Acute respiratory failure,acute respiratory failure,0.002223913653282484,HP:0002093,Respiratory insufficiency
C0162296,Polyarthralgia,polyarthralgia,0.003452512461698466,HP:0002829,Arthralgia
C0027703,"Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney","nephritis and nephropathy, not specified as acute or chronic, ",0.0014188573609925034,,
C0027702,Nephritis NEC in ICD9CM_2014,nephritis,0.0013217890108087145,HP:0000123,Nephritis
C0026654,Moyamoya Disease,moyamoya disease,0.0029848963500409193,HP:0011834,Moyamoya phenomenon
C0033893,Tension Headache,,0.00227383220146447,HP:0012228,Tension-type headache
C0013221,Drug toxicity,drug toxicity,0.0014594192475545144,HP:0000708,Behavioral abnormality
C0700625,"Allergy, unspecified, NEC in ICD9CM","allergy, ,",0.01728600044273323,HP:0012393,Allergy
C0028850,Ocular Motility Disorders,ocular motility disorders,0.002324056628675649,HP:0000496,Abnormality of eye movement
C0029523,Other B-complex deficiencies, b-complex deficiencies,0.003955626015451855,,
C0029520,Other anomalies of great veins, anomalies of great veins,0.012533228992206717,HP:0002597,Abnormality of the vasculature
C0017181,Gastrointestinal Hemorrhage,,0.002346636107843877,HP:0002239,Gastrointestinal hemorrhage
C0006277,Bronchitis,,0.0013994016864581895,HP:0012387,Bronchitis
C1955545,infection due to central venous catheter,infection due to central venous catheter,0.002032792109961733,,
C0158632,Anomalies of great veins,anomalies of great veins,0.0022461116453046286,HP:0002597,Abnormality of the vasculature
C0158638,Congenital anomaly of cerebrovascular system,congenital anomaly of cerebrovascular system,0.002237614293100993,,
C0029456,Osteoporosis,,0.00832408073609915,HP:0000939,Osteoporosis
C0868868,"Anomalies of foot, not elsewhere classified","anomalies of foot, not elsewhere classified",0.003741031158679049,HP:0001760,Abnormality of the foot
C0160908,Superficial injury of conjunctiva,superficial injury of conjunctiva,0.001079664439811254,HP:0000228,Oral cavity telangiectasia
C0476346,Feces contents abnormal,feces contents abnormal,0.0011175630706463703,HP:0001939,Abnormality of metabolism/homeostasis
C0030805,Bullous pemphigoid,bullous pemphigoid,0.0015732841029221913,,
C0375336,Iatrogenic pneumothorax,iatrogenic pneumothorax,0.0017501237203535818,,
C2349432,"Migraine with aura, without mention of intractable migraine without mention of status migrainosus",migraine ,0.0035330357731734505,HP:0002076,Migraine
C0009733,"Tracheoesophageal fistula, esophageal atresia and stenosis","tracheoesophageal fistula, esophageal atresia and stenosis",0.00258208677981704,HP:0002575,Tracheoesophageal fistula
C0029858,Other testicular hypofunction, testicular hypofunction,0.00259033342382402,HP:0000035,Abnormality of the testis
C2349438,"Migraine without aura, without mention of intractable migraine without mention of status migrainosus",migraine ,0.006173159737350653,HP:0002076,Migraine
C2349439,"Migraine without aura, with intractable migraine, so stated, without mention of status migrainosus",migraine ,0.001049293621910874,HP:0002076,Migraine
C0236800,Panic disorder with agoraphobia,panic disorder ,0.0010176418482889817,HP:0000708,Behavioral abnormality
C0009081,Congenital clubfoot,,0.009972338203379356,HP:0001762,Talipes equinovarus
C0153661,Malignant neoplasm of thorax,malignant neoplasm of thorax,0.0032858115119707523,HP:0002664,Neoplasm
C0006705,Calcium Metabolism Disorders,calcium metabolism disorders,0.0021042152351999554,,
C0009952,Febrile Convulsions,,0.005737563747036686,HP:0002373,Febrile seizures
C0260774,Care involving orthoptic training,care involving orthoptic training,0.0018211158136446878,,
C0155325,Alternating esotropia with A pattern,alternating esotropia ,0.0018137914139149283,HP:0001137,Alternating esotropia
C0155326,Alternating esotropia with V pattern,alternating esotropia ,0.0017431098974067978,HP:0001137,Alternating esotropia
C0476206,Dizziness and giddiness symptoms,dizziness and giddiness symptoms,0.004155109378449259,HP:0002321,Vertigo
C0155320,"Blindness, Cortical","blindness, cortical",0.004956302378940621,HP:0100704,Cortical visual impairment
C0917981,Progressive Muscular Atrophy,progressive muscular atrophy,0.0011242869598366994,,
C0027066,Myoclonus,,0.0010597988111791176,HP:0001336,Myoclonus
C1561639,"Chronic kidney disease, stage 2 (mild)","chronic kidney disease, stage 2 (mild)",0.0010245859005468864,,
C1561638,"Chronic kidney disease, Stage I","chronic kidney disease, stage i",0.0024194683088763352,HP:0012622,Chronic kidney disease
C0149931,Migraine Disorders,,0.001795140352631814,HP:0002076,Migraine
C0749794,"Upper Extremity Deformities, Congenital","upper extremity deformities, congenital",0.002339172919941314,,
C0158335,Ganglion of tendon sheath,ganglion of tendon sheath,0.0014852821981073067,HP:0000759,Abnormal peripheral nervous system morphology
C0348860,Hypertensive renal disease with renal failure,hypertensive renal disease ,0.0029438456431141423,HP:0012622,Chronic kidney disease
C0700292,Hypoxemia,,0.002221811869687602,HP:0012418,Hypoxemia
C0740179,Bone marrow replaced by transplant,bone marrow replaced by transplant,0.002597305039571731,,
C0015263,"Bronchospasm, Exercise-Induced","bronchospasm, exercise-induced",0.0015359347570377102,,
C0154632,Developmental speech or language disorder,delayed speech or language disorder,0.10503115494033317,HP:0000750,Delayed speech and language development
C0154633,Other developmental speech or language disorder, delayed speech or language disorder,0.02161130626822039,HP:0000750,Delayed speech and language development
C0154634,Mixed development disorder,neurodevelopmental delay,0.04695065353102652,HP:0012758,Neurodevelopmental delay
C0154635,Other specified delays in development, specified delays in development,0.059405909710943464,HP:0001263,Global developmental delay
C0154637,"psychic; factor, associated with diseases classified elsewhere","psychic; factor, associated ",0.00923782810288047,,
C0155852,Other diseases of vocal cords, diseases of vocal cords,0.002822550107570845,HP:0008777,Abnormality of the vocal cords
C0677607,Hashimoto Disease,,0.0035329810662484613,HP:0000872,Hashimoto thyroiditis
C0431705,Other specified cystic kidney disease, specified cystic kidney disease,0.0021110360798619917,HP:0000107,Renal cyst
C0159117,Nonspecific abnormal results of other endocrine function study,nonspecific abnormal results of  endocrine function study,0.0016205326267727477,HP:0000818,Abnormality of the endocrine system
C0154455,Other anxiety states, anxiety,0.0014064813662586833,HP:0000739,Anxiety
C0155699,Cardiomyopathy in other diseases classified elsewhere,cardiomyopathy in  diseases classified elsewhere,0.0010642608660058716,,
C0154451,"Other specified pervasive developmental disorders, current or active state"," specified pervasive developmental disorders, ",0.39521027852231494,HP:0000729,Autistic behavior
C0154452,"Other specified pervasive developmental disorders, residual state"," specified pervasive developmental disorders, ",0.00280490171016717,HP:0000729,Autistic behavior
C0154453,"Unspecified childhood psychosis, current or active state"," psychosis, ",0.2063744600345378,HP:0000709,Psychosis
C0266436,Congenital chordee,congenital chordee,0.003165913450876256,HP:0000041,Chordee
